Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59,No,Travel_Rarely,905,Support,27,1,3,Male,1,1,Research Scientist,2,Married,2,No,36,4,4,1,23,5,1,10,7,10,9
48,Yes,Non-Travel,989,Sales,13,2,2,Female,3,2,Manager,1,Married,8,Yes,48,3,1,4,30,6,1,30,13,30,23
18,No,Travel_Rarely,576,Software,31,2,1,Male,3,4,Manufacturing Director,2,Divorced,1,Yes,15,2,4,3,30,1,3,4,2,1,3
52,Yes,Non-Travel,1225,Research & Development,38,5,1,Male,3,4,Research Scientist,1,Divorced,5,Yes,45,1,2,1,28,4,1,22,10,4,7
44,Yes,Travel_Rarely,1405,Support,2,4,2,Female,4,1,Human Resources,4,Married,4,Yes,14,4,1,1,22,3,4,6,6,5,5
55,Yes,Travel_Rarely,1070,Hardware,18,4,4,Female,1,4,Human Resources,1,Married,1,Yes,39,1,2,1,23,4,2,16,13,4,10
47,No,Travel_Rarely,510,Human Resources,39,1,2,Female,1,3,Manager,2,Divorced,8,No,34,3,4,1,31,1,3,10,4,6,6
26,Yes,Travel_Rarely,1428,Sales,3,4,3,Male,3,3,Sales Executive,1,Divorced,7,Yes,3,4,3,1,36,6,1,33,6,19,14
53,No,Non-Travel,625,Hardware,49,1,2,Male,4,3,Manager,2,Married,5,No,47,1,3,4,5,2,3,3,2,1,3
42,No,Non-Travel,980,Support,8,5,3,Male,1,3,Human Resources,2,Single,0,No,16,1,2,1,15,4,2,10,7,10,1
19,Yes,Travel_Frequently,359,Research & Development,23,2,3,Female,4,3,Research Director,1,Married,8,No,21,1,1,1,21,1,2,10,10,6,8
43,Yes,Travel_Rarely,1093,Human Resources,44,2,1,Male,3,4,Human Resources,4,Divorced,0,No,11,3,3,1,28,1,2,18,17,3,14
42,Yes,Travel_Frequently,1351,Research & Development,29,3,3,Female,3,2,Manager,2,Married,1,Yes,40,4,2,2,21,1,3,7,3,6,7
32,Yes,Non-Travel,657,Hardware,7,1,4,Female,2,1,Manager,3,Married,7,Yes,11,1,1,4,36,6,4,7,4,7,5
50,Yes,Travel_Rarely,1257,Software,16,1,4,Male,3,3,Sales Representative,3,Married,3,Yes,19,2,3,1,20,5,3,17,13,4,9
49,Yes,Travel_Frequently,1495,Research & Development,14,1,2,Female,2,1,Manager,1,Divorced,6,No,2,4,2,2,6,2,2,1,1,1,1
53,No,Travel_Rarely,739,Hardware,49,3,3,Female,3,5,Laboratory Technician,2,Married,5,No,16,4,1,4,34,3,1,17,9,5,6
44,Yes,Travel_Rarely,453,Support,20,3,4,Female,3,2,Research Director,3,Divorced,5,No,38,4,2,2,6,2,2,3,2,2,2
56,Yes,Non-Travel,1105,Human Resources,13,4,3,Female,4,2,Manufacturing Director,2,Divorced,8,Yes,13,3,2,3,35,4,3,29,9,3,13
57,Yes,Travel_Frequently,725,Hardware,45,1,4,Female,2,2,Human Resources,1,Single,7,Yes,3,1,2,3,17,3,2,10,9,5,8
56,Yes,Non-Travel,451,Hardware,11,4,2,Male,3,4,Sales Executive,4,Single,5,Yes,30,1,2,1,39,2,3,27,1,13,20
25,No,Travel_Rarely,1029,Hardware,4,4,1,Male,2,2,Research Director,2,Married,2,Yes,6,4,3,1,8,5,1,7,4,7,3
21,Yes,Travel_Rarely,680,Human Resources,31,5,2,Male,2,4,Laboratory Technician,1,Married,1,No,17,4,4,4,40,6,1,11,4,1,6
54,Yes,Travel_Frequently,1463,Human Resources,39,2,2,Male,3,1,Manufacturing Director,2,Divorced,5,Yes,2,4,4,3,9,5,1,9,2,2,3
28,Yes,Travel_Frequently,327,Software,32,2,2,Male,2,3,Manufacturing Director,4,Single,3,No,49,1,3,1,2,6,3,2,2,2,2
53,Yes,Travel_Rarely,793,Human Resources,43,1,3,Female,4,5,Sales Representative,3,Single,3,Yes,45,1,4,4,25,6,2,9,5,1,2
51,Yes,Travel_Frequently,281,Sales,37,4,2,Female,1,4,Research Director,3,Single,3,No,38,2,1,4,16,2,2,4,4,1,1
29,No,Travel_Rarely,881,Sales,34,4,2,Male,3,4,Human Resources,1,Married,8,No,32,3,4,3,36,6,2,35,23,22,14
46,Yes,Travel_Rarely,817,Software,26,1,3,Female,3,4,Laboratory Technician,4,Divorced,2,Yes,42,4,4,4,34,5,1,11,1,7,8
35,No,Non-Travel,693,Research & Development,33,4,1,Male,3,5,Healthcare Representative,4,Married,8,No,39,4,1,4,33,2,2,11,7,10,8
23,No,Travel_Frequently,939,Research & Development,30,2,4,Male,3,5,Sales Executive,4,Single,7,Yes,44,4,3,2,37,3,2,22,19,11,17
28,Yes,Travel_Rarely,523,Human Resources,18,2,1,Male,1,2,Research Scientist,1,Divorced,7,No,9,3,3,4,6,6,4,4,2,4,4
35,No,Travel_Rarely,155,Hardware,44,2,3,Female,4,2,Healthcare Representative,4,Single,1,No,27,4,4,4,28,4,1,24,3,4,12
21,Yes,Travel_Frequently,958,Sales,42,5,3,Male,2,2,Developer,1,Married,6,No,28,1,1,3,34,6,4,7,4,6,1
52,No,Travel_Rarely,364,Hardware,42,2,3,Male,2,2,Sales Executive,3,Divorced,6,Yes,2,4,3,2,7,3,3,5,1,3,2
36,No,Travel_Frequently,1112,Research & Development,17,4,4,Male,1,3,Laboratory Technician,3,Divorced,1,No,39,1,1,3,36,5,3,22,12,5,6
56,Yes,Non-Travel,292,Software,32,5,4,Male,2,3,Manufacturing Director,2,Divorced,6,Yes,44,2,4,3,19,1,2,10,6,7,6
48,Yes,Travel_Frequently,982,Research & Development,20,5,1,Female,3,1,Human Resources,1,Single,1,Yes,21,4,2,4,15,3,4,10,9,6,7
22,No,Non-Travel,454,Sales,3,2,1,Female,2,4,Manager,2,Single,0,Yes,18,4,4,4,7,4,1,7,4,4,4
48,No,Non-Travel,517,Support,42,3,3,Male,3,1,Healthcare Representative,3,Married,4,Yes,40,2,1,3,17,5,4,4,3,2,2
33,No,Travel_Rarely,572,Sales,47,2,1,Female,3,3,Sales Executive,1,Married,0,No,23,1,1,4,35,2,4,9,1,4,1
49,Yes,Travel_Frequently,976,Hardware,27,2,2,Female,4,4,Healthcare Representative,4,Divorced,2,No,15,4,4,1,34,5,3,6,2,1,3
43,No,Travel_Frequently,1141,Software,9,1,3,Female,4,4,Research Director,1,Single,1,Yes,2,2,2,1,12,6,1,5,3,3,5
19,No,Travel_Frequently,469,Human Resources,41,4,3,Female,1,3,Manager,1,Married,6,Yes,17,2,4,3,25,1,2,1,1,1,1
60,No,Non-Travel,157,Software,39,4,4,Male,2,3,Human Resources,3,Married,7,Yes,34,3,2,4,1,1,1,1,1,1,1
60,No,Travel_Frequently,1148,Software,25,2,3,Male,4,1,Human Resources,1,Divorced,5,Yes,38,3,1,1,4,6,2,4,3,3,3
39,No,Travel_Frequently,202,Human Resources,15,4,4,Male,4,3,Developer,3,Divorced,7,Yes,33,2,3,1,18,2,3,18,6,4,4
43,Yes,Travel_Frequently,1030,Research & Development,27,5,2,Female,1,1,Manufacturing Director,3,Single,0,Yes,9,4,4,4,29,5,3,9,9,4,3
27,No,Travel_Frequently,811,Research & Development,43,4,2,Female,4,3,Developer,2,Single,3,No,31,3,2,2,11,3,2,3,2,3,2
21,No,Non-Travel,1249,Human Resources,27,4,2,Female,3,1,Developer,2,Single,0,Yes,42,2,4,1,1,4,2,1,1,1,1
54,No,Non-Travel,406,Support,29,5,4,Male,1,3,Developer,3,Divorced,7,No,48,1,4,1,16,5,4,14,8,2,3
21,No,Travel_Rarely,1001,Software,11,4,4,Male,2,4,Laboratory Technician,4,Single,0,No,40,4,2,4,1,1,4,1,1,1,1
27,Yes,Travel_Rarely,223,Research & Development,37,4,3,Female,2,3,Healthcare Representative,2,Divorced,7,No,19,4,2,3,7,2,4,1,1,1,1
52,No,Travel_Frequently,464,Hardware,15,2,4,Female,3,4,Sales Executive,3,Married,4,Yes,21,1,2,1,21,4,4,17,14,4,9
40,Yes,Travel_Frequently,221,Hardware,28,5,1,Female,2,5,Laboratory Technician,2,Single,0,Yes,34,2,4,2,26,5,2,21,1,4,10
33,Yes,Non-Travel,1496,Research & Development,43,2,2,Male,2,4,Developer,1,Divorced,4,No,42,4,2,3,8,6,4,8,5,3,3
51,Yes,Travel_Rarely,1091,Sales,5,4,4,Male,3,5,Manager,2,Single,1,Yes,37,3,2,2,33,1,1,24,24,21,23
55,Yes,Travel_Frequently,451,Software,15,2,3,Male,4,3,Healthcare Representative,4,Married,1,Yes,30,1,1,4,32,5,2,11,5,5,9
50,Yes,Travel_Rarely,264,Sales,29,5,2,Male,4,2,Developer,1,Single,5,No,38,3,1,1,6,3,1,5,4,4,5
32,Yes,Travel_Rarely,1451,Software,26,3,3,Female,1,5,Sales Executive,3,Divorced,7,Yes,33,2,2,1,17,5,2,17,17,9,2
29,Yes,Travel_Frequently,940,Support,21,5,3,Female,1,3,Sales Representative,2,Divorced,8,Yes,37,3,2,4,16,5,1,9,8,8,8
59,Yes,Travel_Rarely,329,Human Resources,39,3,4,Female,2,1,Manager,1,Single,7,No,26,1,1,1,33,4,1,22,1,7,8
48,Yes,Travel_Frequently,308,Hardware,27,3,3,Male,3,1,Research Scientist,2,Divorced,8,No,40,1,2,3,22,5,4,22,5,3,16
18,Yes,Travel_Frequently,493,Human Resources,33,2,1,Female,1,2,Developer,4,Divorced,1,No,10,4,1,2,7,5,2,2,2,2,2
60,Yes,Travel_Frequently,513,Research & Development,42,5,1,Male,4,2,Research Director,3,Divorced,6,No,48,2,2,4,39,1,1,39,11,1,31
54,No,Travel_Rarely,426,Hardware,35,5,1,Female,4,5,Human Resources,4,Married,4,No,13,3,1,1,1,1,3,1,1,1,1
39,Yes,Travel_Rarely,830,Research & Development,45,1,4,Female,1,3,Human Resources,4,Married,6,Yes,33,4,4,2,26,5,3,21,7,8,16
57,No,Non-Travel,759,Software,44,5,3,Female,3,4,Laboratory Technician,1,Single,5,No,3,4,4,4,38,5,2,21,21,18,6
47,No,Travel_Frequently,1289,Human Resources,13,1,1,Female,2,3,Sales Representative,4,Single,8,Yes,33,2,1,4,23,3,1,15,7,11,11
60,No,Travel_Rarely,761,Hardware,3,1,4,Male,4,4,Manager,1,Single,8,Yes,6,4,1,4,15,6,4,10,8,2,6
30,No,Non-Travel,719,Human Resources,45,1,2,Male,3,2,Sales Representative,4,Divorced,6,No,22,4,4,4,2,5,3,1,1,1,1
46,Yes,Travel_Rarely,651,Software,41,5,3,Female,2,5,Research Director,2,Divorced,8,No,48,4,4,3,20,3,4,2,1,1,2
35,Yes,Travel_Frequently,565,Software,34,3,2,Female,2,4,Healthcare Representative,3,Single,2,Yes,17,1,2,1,17,1,1,2,2,2,1
25,No,Travel_Frequently,1292,Software,24,1,3,Male,2,2,Sales Representative,4,Married,5,No,6,1,1,3,20,5,4,15,7,1,4
52,Yes,Travel_Frequently,927,Software,50,4,4,Female,3,1,Research Director,4,Married,5,No,32,1,4,4,4,1,3,4,4,3,2
51,Yes,Non-Travel,164,Support,14,4,2,Male,4,2,Manager,1,Married,6,No,10,3,4,4,3,4,4,3,3,3,1
37,Yes,Travel_Rarely,885,Research & Development,40,3,1,Female,3,5,Healthcare Representative,4,Divorced,7,No,33,2,4,3,21,3,4,1,1,1,1
42,No,Travel_Rarely,1100,Sales,45,3,1,Female,3,1,Developer,1,Married,0,Yes,35,4,2,3,10,2,3,8,5,8,2
54,No,Travel_Frequently,1471,Human Resources,36,5,1,Male,2,2,Research Scientist,3,Single,7,No,27,3,3,2,38,1,2,10,4,9,7
59,Yes,Travel_Frequently,943,Hardware,37,2,1,Female,3,1,Research Director,1,Divorced,0,No,32,1,3,2,5,2,3,2,2,1,2
50,Yes,Non-Travel,217,Hardware,49,3,4,Female,2,3,Sales Representative,3,Divorced,1,No,15,2,3,2,17,4,2,7,7,6,7
57,Yes,Travel_Rarely,736,Support,38,4,2,Female,1,3,Developer,4,Married,1,No,37,4,1,2,19,4,4,5,4,4,4
35,No,Travel_Frequently,187,Software,25,4,4,Male,4,2,Research Director,2,Married,1,No,48,2,3,1,7,4,3,2,2,1,1
27,Yes,Travel_Frequently,1102,Hardware,47,3,2,Female,1,1,Healthcare Representative,3,Divorced,1,Yes,40,2,4,2,3,5,3,2,2,1,1
34,No,Travel_Frequently,681,Hardware,8,2,1,Female,3,3,Sales Executive,3,Divorced,6,No,21,3,4,1,15,4,3,14,10,9,12
21,Yes,Non-Travel,707,Support,10,1,4,Female,3,4,Research Director,4,Divorced,6,No,38,4,1,4,32,6,2,16,6,4,4
46,No,Travel_Rarely,236,Sales,2,2,4,Male,2,4,Sales Executive,3,Single,7,Yes,3,3,1,1,10,1,2,6,6,4,2
47,Yes,Travel_Frequently,189,Human Resources,42,4,4,Male,4,5,Research Director,3,Single,3,No,8,2,3,2,22,2,3,13,6,13,8
33,Yes,Travel_Frequently,827,Sales,22,3,4,Female,4,3,Research Scientist,2,Single,4,Yes,7,2,3,4,18,5,1,18,14,12,1
48,Yes,Non-Travel,319,Sales,31,1,1,Female,1,2,Manager,1,Married,4,Yes,19,1,2,1,6,2,1,6,2,5,2
41,Yes,Travel_Frequently,1154,Research & Development,37,1,1,Female,2,2,Developer,3,Married,6,No,32,3,3,1,23,5,3,3,3,3,1
31,Yes,Travel_Rarely,303,Research & Development,41,1,1,Male,4,1,Research Director,1,Single,4,Yes,38,2,4,2,24,5,2,11,9,8,8
49,Yes,Travel_Rarely,862,Software,26,1,3,Male,2,1,Research Scientist,3,Married,1,No,14,3,2,2,9,2,1,5,1,3,1
26,No,Non-Travel,1068,Research & Development,25,5,3,Female,4,2,Healthcare Representative,4,Divorced,0,Yes,9,1,4,3,40,3,1,14,3,5,13
30,No,Non-Travel,1453,Human Resources,21,1,2,Female,1,4,Developer,3,Single,3,No,24,1,4,4,27,1,2,10,3,5,4
24,Yes,Non-Travel,557,Software,3,1,2,Female,2,4,Human Resources,3,Married,8,Yes,8,1,3,2,16,3,1,6,1,5,3
50,No,Travel_Rarely,1233,Human Resources,32,2,4,Female,2,2,Laboratory Technician,1,Single,6,Yes,28,3,4,3,21,1,1,7,4,3,4
18,No,Non-Travel,576,Software,22,3,4,Female,3,4,Human Resources,3,Single,6,No,25,3,4,1,9,3,2,3,2,3,2
38,No,Travel_Rarely,178,Hardware,15,1,1,Female,4,2,Research Scientist,3,Married,1,Yes,0,1,4,3,21,2,3,20,9,8,10
40,No,Travel_Rarely,296,Support,11,5,3,Male,1,1,Human Resources,3,Single,1,No,24,3,2,3,3,5,1,2,1,1,2
44,Yes,Non-Travel,147,Support,33,2,2,Male,1,3,Manufacturing Director,2,Married,6,Yes,36,1,1,2,20,5,3,12,5,2,5
25,No,Travel_Frequently,888,Human Resources,23,3,3,Female,1,2,Research Scientist,4,Divorced,7,Yes,41,4,2,1,2,5,2,1,1,1,1
21,Yes,Non-Travel,212,Hardware,14,3,4,Female,3,4,Developer,4,Single,4,Yes,12,2,4,4,12,2,4,4,2,4,3
51,Yes,Travel_Frequently,1263,Software,18,4,1,Female,2,1,Manufacturing Director,2,Divorced,5,Yes,36,4,4,4,33,3,3,31,9,30,12
20,Yes,Non-Travel,1259,Research & Development,22,4,1,Male,3,3,Developer,4,Divorced,8,Yes,8,3,3,2,36,3,4,25,1,23,10
54,No,Non-Travel,308,Support,28,4,3,Male,3,1,Human Resources,1,Divorced,8,No,11,4,4,3,11,4,4,5,5,1,2
18,No,Non-Travel,722,Support,19,1,4,Female,4,2,Healthcare Representative,1,Single,3,No,2,3,1,3,10,2,4,4,1,2,3
21,No,Non-Travel,308,Software,7,4,3,Female,3,5,Manager,1,Single,1,No,23,3,1,1,11,2,3,2,1,1,2
41,Yes,Non-Travel,691,Support,21,5,3,Female,4,2,Developer,3,Divorced,4,No,40,3,2,2,23,2,1,23,17,2,6
41,Yes,Non-Travel,995,Sales,22,3,4,Male,4,3,Developer,3,Married,5,Yes,2,2,2,2,33,4,2,8,2,8,8
45,Yes,Travel_Rarely,1169,Support,27,2,1,Male,4,2,Sales Executive,2,Divorced,8,No,18,2,2,1,37,6,3,17,6,3,14
41,No,Travel_Rarely,665,Software,10,5,1,Female,4,4,Human Resources,2,Divorced,2,No,33,1,3,4,3,1,2,2,2,1,2
40,No,Travel_Rarely,1015,Sales,26,2,2,Male,3,4,Sales Representative,1,Married,6,No,48,2,4,1,16,3,1,9,2,1,9
23,No,Non-Travel,1495,Support,34,5,4,Male,4,2,Healthcare Representative,3,Single,6,Yes,47,3,3,3,16,2,3,13,1,4,4
56,Yes,Travel_Frequently,1455,Hardware,24,3,2,Male,1,4,Healthcare Representative,3,Single,8,No,5,1,2,1,20,5,1,5,3,4,4
42,No,Travel_Rarely,1160,Software,43,5,3,Female,1,1,Manufacturing Director,4,Divorced,2,Yes,40,1,4,2,33,4,2,5,4,1,1
59,Yes,Non-Travel,380,Support,11,1,3,Female,3,1,Healthcare Representative,3,Divorced,6,Yes,39,2,4,4,7,2,1,1,1,1,1
40,Yes,Non-Travel,838,Support,44,4,2,Female,4,3,Research Director,3,Single,0,No,5,3,2,1,20,2,2,14,5,13,9
31,No,Travel_Rarely,1034,Sales,3,3,1,Female,2,2,Healthcare Representative,2,Divorced,8,Yes,43,1,2,3,24,2,4,5,3,2,4
40,No,Travel_Frequently,1175,Software,2,5,1,Male,2,5,Research Scientist,3,Married,6,No,9,1,1,2,1,4,4,1,1,1,1
22,Yes,Non-Travel,193,Support,46,2,1,Male,2,2,Healthcare Representative,4,Single,2,No,39,2,3,2,1,6,1,1,1,1,1
28,Yes,Travel_Frequently,180,Hardware,19,5,1,Male,2,1,Sales Representative,4,Single,0,Yes,35,1,4,3,25,4,3,9,6,4,5
39,No,Travel_Rarely,1157,Hardware,36,2,1,Female,1,4,Manufacturing Director,2,Divorced,7,Yes,13,3,1,2,2,1,4,2,2,2,1
37,Yes,Non-Travel,370,Human Resources,22,5,1,Female,3,4,Developer,3,Single,0,No,32,1,4,1,25,3,4,6,2,3,5
44,No,Travel_Rarely,540,Human Resources,28,5,2,Male,1,1,Healthcare Representative,3,Divorced,0,No,28,4,1,1,36,2,3,10,8,5,6
41,Yes,Travel_Rarely,590,Sales,44,3,3,Female,4,1,Healthcare Representative,3,Married,7,No,35,3,1,2,33,4,2,1,1,1,1
50,No,Non-Travel,480,Support,9,2,4,Male,3,1,Sales Representative,4,Single,8,Yes,14,1,3,3,6,3,3,4,3,3,3
33,No,Travel_Frequently,145,Sales,46,4,2,Female,3,4,Laboratory Technician,1,Divorced,7,Yes,15,2,1,3,21,3,2,9,5,5,7
53,No,Travel_Rarely,171,Hardware,24,4,4,Female,4,2,Sales Executive,4,Married,8,No,46,3,4,2,17,3,2,8,3,8,2
40,Yes,Travel_Rarely,1188,Research & Development,33,1,2,Female,3,5,Sales Representative,2,Married,2,No,38,4,1,1,16,6,2,10,8,6,9
21,Yes,Travel_Rarely,817,Human Resources,23,5,4,Male,2,3,Manager,3,Married,0,Yes,45,3,2,2,6,6,4,2,2,1,2
36,No,Travel_Rarely,1257,Research & Development,10,2,4,Male,4,3,Sales Executive,3,Divorced,5,Yes,37,2,1,2,19,2,4,8,3,3,6
28,No,Travel_Rarely,1026,Human Resources,27,2,1,Female,1,3,Laboratory Technician,2,Married,1,No,7,3,1,1,33,6,2,16,6,4,13
49,Yes,Non-Travel,443,Hardware,35,4,4,Male,4,5,Sales Representative,1,Divorced,8,No,27,1,2,3,35,2,3,6,2,6,1
32,No,Travel_Frequently,639,Support,8,4,3,Female,2,1,Healthcare Representative,1,Married,8,Yes,6,3,1,3,29,3,1,19,9,5,8
51,Yes,Travel_Rarely,380,Human Resources,41,1,1,Female,2,4,Research Director,3,Married,0,Yes,17,2,3,2,4,5,2,1,1,1,1
35,Yes,Non-Travel,511,Sales,21,3,2,Female,4,4,Sales Representative,3,Married,0,No,27,4,2,4,14,6,1,8,3,8,6
50,Yes,Non-Travel,608,Hardware,19,2,1,Female,2,2,Human Resources,1,Married,6,No,5,3,3,3,7,2,2,4,4,3,3
41,No,Travel_Rarely,133,Sales,40,3,2,Female,2,2,Sales Executive,2,Divorced,5,Yes,4,2,3,3,4,4,4,1,1,1,1
22,No,Non-Travel,1032,Software,11,2,1,Female,4,5,Healthcare Representative,3,Married,6,Yes,44,2,2,2,17,1,2,12,4,4,1
56,No,Travel_Rarely,930,Sales,15,4,1,Female,4,5,Manufacturing Director,2,Divorced,1,No,11,2,3,3,32,5,3,25,18,2,6
34,No,Non-Travel,1314,Research & Development,11,1,2,Male,4,5,Research Scientist,4,Divorced,2,No,37,1,2,1,12,4,3,1,1,1,1
48,Yes,Non-Travel,1002,Human Resources,36,5,4,Female,1,4,Sales Representative,2,Divorced,7,No,24,3,2,4,6,2,4,2,2,1,1
20,No,Non-Travel,1028,Hardware,14,1,2,Female,2,5,Research Scientist,2,Single,2,Yes,23,4,2,1,13,4,4,7,3,5,3
46,No,Non-Travel,1059,Hardware,36,2,3,Female,1,2,Sales Executive,3,Divorced,0,Yes,9,1,4,1,10,6,3,3,2,2,1
47,No,Travel_Frequently,505,Support,42,3,4,Female,4,4,Human Resources,2,Divorced,4,Yes,45,2,2,4,34,4,1,19,10,12,5
48,Yes,Travel_Frequently,1015,Research & Development,49,1,1,Male,1,3,Healthcare Representative,2,Married,3,Yes,11,2,1,2,30,4,1,3,3,2,2
34,No,Travel_Rarely,1305,Support,43,2,4,Female,4,1,Sales Representative,3,Married,2,No,25,4,3,4,17,6,2,4,1,3,3
41,Yes,Travel_Rarely,678,Research & Development,30,2,3,Male,1,1,Manufacturing Director,3,Single,2,Yes,28,1,2,4,6,4,1,5,4,5,2
42,No,Non-Travel,1339,Research & Development,22,1,1,Female,4,4,Laboratory Technician,4,Single,6,Yes,20,3,1,4,3,1,3,3,2,1,1
32,No,Travel_Rarely,117,Support,28,2,1,Female,4,2,Healthcare Representative,2,Single,1,No,21,3,4,3,22,6,2,15,11,7,14
44,No,Travel_Rarely,1083,Software,42,3,2,Female,2,1,Manufacturing Director,2,Single,0,Yes,9,2,3,2,12,4,1,11,7,5,1
21,Yes,Non-Travel,1246,Hardware,36,2,1,Female,3,3,Research Director,4,Married,2,Yes,13,2,3,4,26,1,1,1,1,1,1
39,No,Non-Travel,1215,Support,9,4,4,Female,3,5,Research Scientist,2,Single,5,Yes,0,1,1,4,8,6,3,6,6,6,1
58,Yes,Non-Travel,1279,Support,47,5,3,Female,4,1,Healthcare Representative,1,Divorced,7,No,23,1,1,4,35,5,4,8,5,8,7
58,Yes,Travel_Frequently,383,Support,10,3,4,Female,4,4,Manager,2,Married,2,No,2,3,1,1,29,2,2,7,7,5,5
41,Yes,Travel_Rarely,1330,Sales,12,5,3,Male,4,1,Healthcare Representative,4,Married,1,Yes,32,4,4,3,3,2,3,3,3,1,2
39,No,Travel_Frequently,776,Hardware,3,1,3,Male,1,3,Manager,1,Married,4,Yes,3,4,1,1,32,5,2,12,9,11,11
56,Yes,Travel_Frequently,496,Software,40,2,1,Male,1,4,Sales Executive,1,Single,8,Yes,26,1,1,3,34,3,2,11,11,4,5
33,No,Travel_Frequently,1490,Sales,28,2,4,Female,1,3,Manager,2,Married,0,Yes,40,4,2,3,12,6,1,9,8,6,6
30,No,Travel_Rarely,785,Research & Development,30,4,3,Male,4,3,Healthcare Representative,1,Married,1,No,32,4,3,1,30,4,2,25,25,13,16
33,Yes,Non-Travel,644,Human Resources,47,3,3,Female,3,1,Sales Representative,3,Single,7,Yes,26,4,2,4,23,5,3,4,3,4,3
46,No,Travel_Frequently,951,Human Resources,45,2,2,Female,1,5,Healthcare Representative,1,Divorced,6,No,10,2,2,4,34,3,2,7,7,7,3
56,No,Travel_Frequently,970,Human Resources,33,3,4,Male,4,2,Research Director,3,Married,8,No,27,2,1,3,15,3,3,3,2,2,1
25,No,Non-Travel,1081,Software,31,1,2,Female,1,4,Sales Executive,1,Married,6,No,3,2,4,2,5,3,2,2,1,1,1
23,Yes,Travel_Rarely,1309,Human Resources,43,3,4,Male,1,4,Laboratory Technician,3,Single,5,Yes,10,4,1,3,12,2,1,1,1,1,1
54,No,Travel_Rarely,907,Support,26,4,1,Female,1,4,Sales Executive,1,Married,7,No,21,4,3,3,7,5,2,1,1,1,1
33,Yes,Non-Travel,237,Hardware,26,1,1,Male,4,1,Research Scientist,4,Single,5,No,0,1,3,4,3,3,1,1,1,1,1
40,Yes,Travel_Frequently,378,Software,43,2,2,Male,2,5,Developer,1,Married,1,No,2,4,4,2,37,4,3,5,5,4,1
54,No,Travel_Rarely,572,Research & Development,28,2,1,Female,4,3,Research Scientist,3,Single,7,Yes,11,4,2,1,7,6,2,1,1,1,1
50,Yes,Travel_Frequently,167,Research & Development,36,4,2,Female,3,4,Laboratory Technician,3,Married,4,No,32,1,2,4,40,1,4,6,4,6,1
23,No,Travel_Rarely,1066,Research & Development,19,5,3,Female,2,1,Sales Executive,2,Single,6,No,9,4,4,4,31,5,2,12,9,9,6
20,No,Travel_Frequently,159,Hardware,10,4,1,Male,2,5,Sales Executive,4,Single,0,Yes,0,2,4,2,32,3,2,12,12,12,3
42,No,Travel_Frequently,1138,Software,15,1,4,Male,1,5,Manager,1,Single,3,Yes,38,4,3,1,5,4,3,5,5,1,4
57,No,Travel_Rarely,1278,Sales,13,4,1,Female,3,1,Sales Executive,1,Single,1,Yes,11,1,2,2,20,3,3,14,14,14,9
28,No,Travel_Frequently,1462,Software,15,4,3,Male,3,1,Human Resources,4,Divorced,3,Yes,12,1,2,3,22,2,4,10,9,5,9
27,Yes,Non-Travel,1007,Human Resources,40,5,1,Female,2,1,Laboratory Technician,1,Divorced,7,Yes,28,3,4,3,4,5,2,4,3,4,3
41,Yes,Non-Travel,351,Human Resources,44,5,2,Female,4,3,Human Resources,3,Divorced,0,Yes,4,3,4,1,29,6,1,21,10,4,8
23,Yes,Non-Travel,1275,Software,23,5,1,Female,4,2,Research Scientist,2,Married,4,No,9,1,1,3,10,6,1,1,1,1,1
53,No,Travel_Frequently,269,Support,38,2,3,Female,2,2,Laboratory Technician,4,Divorced,1,No,30,3,4,4,7,2,1,5,3,2,4
49,Yes,Travel_Rarely,129,Hardware,3,3,4,Female,1,5,Healthcare Representative,4,Single,4,Yes,43,3,4,3,37,6,3,28,7,25,15
47,Yes,Non-Travel,1290,Sales,48,4,2,Female,3,3,Manufacturing Director,4,Divorced,1,Yes,33,1,3,4,40,2,3,2,1,2,2
43,Yes,Travel_Frequently,595,Sales,26,1,2,Female,4,4,Sales Executive,4,Divorced,0,Yes,3,4,4,1,39,4,2,26,25,26,17
45,Yes,Travel_Rarely,746,Human Resources,27,3,3,Female,4,4,Research Director,3,Single,6,Yes,16,1,1,3,6,2,3,3,2,2,2
35,Yes,Travel_Rarely,440,Human Resources,4,5,3,Female,4,2,Sales Executive,3,Married,3,No,9,2,4,2,17,2,4,15,7,11,15
36,Yes,Non-Travel,404,Research & Development,31,5,1,Female,4,3,Human Resources,4,Divorced,7,No,40,4,4,1,34,2,3,1,1,1,1
28,Yes,Travel_Frequently,1127,Sales,46,3,4,Female,2,4,Research Director,1,Married,8,Yes,4,3,3,4,17,2,1,10,3,3,1
19,No,Non-Travel,472,Hardware,48,3,2,Female,2,4,Laboratory Technician,1,Divorced,2,No,32,4,4,3,5,3,4,2,2,2,1
23,No,Travel_Rarely,387,Hardware,15,1,2,Female,1,3,Research Director,3,Divorced,6,Yes,33,1,2,4,11,2,3,3,1,1,1
